2018-03-25	BTC	8453
2018-03-26	BTC	8145
2018-03-27	BTC	7793.61
2018-03-28	BTC	7942.72
2018-03-29	BTC	7080
2018-03-30	BTC	6848.01
2018-03-31	BTC	6928.5
2018-04-01	BTC	6816.01
2018-04-02	BTC	7045.01
2018-04-03	BTC	7424.9
2018-04-04	BTC	6791.68
2018-04-05	BTC	6785.85
2018-04-06	BTC	6619.01
2018-04-07	BTC	6894.01
2018-04-08	BTC	7020.01
2018-04-09	BTC	6771.13
2018-04-10	BTC	6824.99
2018-04-11	BTC	6942.99
2018-04-12	BTC	7916
2018-04-13	BTC	7893.19
2018-04-14	BTC	8003.11
2018-04-15	BTC	8355.25
2018-04-16	BTC	8048.93
2018-04-17	BTC	7892.1
2018-04-18	BTC	8152.05
2018-04-19	BTC	8274
2018-04-20	BTC	8866.27
2018-04-21	BTC	8915.42
2018-04-22	BTC	8795.01
2018-04-23	BTC	8931.3
2018-04-24	BTC	9645.1
2018-04-25	BTC	8865.98
2018-04-26	BTC	9272.11
2018-04-27	BTC	8922.55
2018-04-28	BTC	9329.99
2018-04-29	BTC	9389.01
2018-04-30	BTC	9243.83
2018-05-01	BTC	9072.29
2018-05-02	BTC	9190.48
2018-05-03	BTC	9725.74
2018-05-04	BTC	9685
2018-05-05	BTC	9800
2018-05-06	BTC	9600
2018-05-07	BTC	9353
2018-05-08	BTC	9177.82
2018-05-09	BTC	9300.08
2018-05-10	BTC	9010.51
2018-05-11	BTC	8403.33
2018-05-12	BTC	8475
2018-05-13	BTC	8686.1
2018-05-14	BTC	8670
2018-05-15	BTC	8477.46
2018-05-16	BTC	8344
2018-05-17	BTC	8059
2018-05-18	BTC	8238.51
2018-05-19	BTC	8235.6
2018-05-20	BTC	8516.86
